baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id
ENSG00000179403	34.5328876927081	1.50874692368442	0.831882284955581	1.81365434866182	0.0697309574994145	0.232737159242238	ENSG00000179403
ENSG00000215915	8.10044725256182	0.227157428078615	1.24674544122937	0.182200327802781	0.855425515750266	0.926890800609173	ENSG00000215915
ENSG00000160072	28.2553880764651	-0.189214528120752	0.715281943169573	-0.264531392030254	0.791370478701826	0.892840662657984	ENSG00000160072
ENSG00000284740	5.97999350952482	0.0438707371257111	1.20115805516363	0.0365237005547406	0.970864781004602	0.986820676676513	ENSG00000284740
ENSG00000197785	132.04052879909	0.394984024113753	0.599302430616804	0.659072955381198	0.50984892141757	0.716779354418212	ENSG00000197785
ENSG00000205090	4.30931115276324	-1.45097785906884	1.54978071116469	-0.936247204921274	0.349145923851634	NA	ENSG00000205090
ENSG00000160075	968.762280623845	-0.533350111817571	0.451053264945951	-1.18245483021053	0.237025278234914	0.471713211050618	ENSG00000160075
ENSG00000215014	29.5989423611649	0.381971707524097	0.67299612451589	0.567568955614512	0.57032769191349	0.759924581694623	ENSG00000215014
ENSG00000228594	166.462936526498	0.853834291976777	0.666783208205403	1.28052758598227	0.200359649276548	0.429806475608908	ENSG00000228594
ENSG00000272106	45.4044131882547	0.279768107436427	0.706368460592718	0.396065400770686	0.692056781796971	0.834822408116551	ENSG00000272106
ENSG00000197530	46.1834967513691	1.49271222730461	0.834209821282646	1.78937263650226	0.0735548231339263	0.24060650946472	ENSG00000197530
ENSG00000248333	244.529082976098	1.28196852659218	0.444886054486411	2.88156599575171	0.00395704358027172	0.0432926925462974	ENSG00000248333
ENSG00000272004	3.76449551617803	0.192586596020664	1.87312963946905	0.10281541221848	0.918109472910265	NA	ENSG00000272004
ENSG00000189339	56.5671223463166	0.752097588973373	0.639983105356457	1.17518350512467	0.239921307944299	0.475845534498161	ENSG00000189339
ENSG00000008128	16.6138350332241	0.966085964811962	0.662387871083574	1.45848981689773	0.144705579944616	0.357809799321379	ENSG00000008128
ENSG00000268575	4.37694541631023	-0.749836417687336	1.26665768961726	-0.591980314676737	0.553863770441064	NA	ENSG00000268575
ENSG00000215790	52.1693008662245	1.13218730663351	0.594546056847983	1.90428864777248	0.0568726018893695	0.208089686970217	ENSG00000215790
ENSG00000008130	30.7147647625982	0.544805027754475	0.65155870567303	0.836156470646366	0.403066883090778	0.631260094279454	ENSG00000008130
ENSG00000078369	554.015456437177	0.704078460624534	0.473301372313094	1.48759015251445	0.136859012004482	0.346279037631926	ENSG00000078369
ENSG00000231050	5.41171912610279	-1.07070866394792	1.41184786940854	-0.758373963050614	0.448227140409143	0.669054937217279	ENSG00000231050
ENSG00000178821	23.6152119852398	1.54604236570487	1.14586514537449	1.34923587818843	NA	NA	ENSG00000178821
ENSG00000142609	4.28862868707064	-1.09778595504286	1.48286999412226	-0.740311665482623	0.459110904203552	NA	ENSG00000142609
ENSG00000067606	503.992655503964	0.0601328360591108	0.859504121516103	0.0699622428255967	0.944223711827149	0.972828863572567	ENSG00000067606
ENSG00000182873	6.05799571798025	-0.28778725337772	0.970429561962406	-0.296556560782996	0.766805079081894	0.878820615927527	ENSG00000182873
ENSG00000162585	431.572134471353	-0.0177754636416159	0.53213547770246	-0.0334040190636471	0.973352404703488	0.987974269296678	ENSG00000162585
ENSG00000157933	72.823064977296	3.13438659332139	0.792985014072444	3.95264290963643	7.72927390352086e-05	0.00494640552007307	ENSG00000157933
ENSG00000116151	23.8685155531042	-0.750796888998039	0.751446740425635	-0.999135199618768	0.317729201577507	0.554137002652942	ENSG00000116151
ENSG00000157916	722.246576519754	-1.18018593642585	0.51832527997455	-2.27692142757112	0.0227909180680474	0.121804489181742	ENSG00000157916
ENSG00000157911	23.2564212602268	-1.72009265516568	0.93029772883341	-1.84897006824113	0.06446213488083	0.222353295103098	ENSG00000157911
ENSG00000149527	4.30805686725505	2.13733826082379	1.62892316777825	1.31211729509562	0.189480561331811	NA	ENSG00000149527
ENSG00000157881	75.0105876564341	-0.231126347943685	0.894190539067334	-0.258475501412436	0.796039953729736	0.895136423043013	ENSG00000157881
ENSG00000197921	31.9995832201902	1.56671833195602	2.18696770260748	0.716388417665268	0.473751544706371	0.688693127922123	ENSG00000197921
ENSG00000157870	268.660310257249	-0.666839704686847	0.644937234338051	-1.03396062311595	0.301154572054373	0.537981461235729	ENSG00000157870
ENSG00000237058	10.0591647035365	-6.76396959167908	1.72814079583725	-3.91401534410398	9.07738633988426e-05	0.00545995888945666	ENSG00000237058
ENSG00000130762	9.19578594697553	-0.0939616117493995	1.02478142958739	-0.0916894169200859	0.926944806045152	0.965182954688623	ENSG00000130762
ENSG00000162591	110.972846677642	0.132694909793356	0.895884916358019	0.148116021790825	0.882251205349824	0.941984913101568	ENSG00000162591
ENSG00000158109	102.037383254409	1.23635569927997	0.647953515517981	1.90809320371016	0.0563791709682867	0.207214447486711	ENSG00000158109
ENSG00000116213	184.187050156791	-0.277155162788157	0.746737521508188	-0.371154729480295	0.710522289309225	0.847235549516046	ENSG00000116213
ENSG00000227372	15.7749646421256	0.53364100029239	0.809525877621375	0.659201904527603	0.509766124098383	0.716728647118984	ENSG00000227372
ENSG00000235169	30.5063884275897	-0.970479778884508	0.903235214482992	-1.0744485637	0.282621686467442	0.520452806704	ENSG00000235169
ENSG00000130764	133.156547634693	1.20627937124479	0.560544407543602	2.15197824652449	0.031399067719579	0.146516246024613	ENSG00000130764
ENSG00000116198	110.801804431733	1.51304942435323	0.636372198573517	2.37761710480888	0.0174249091170226	0.104064201824948	ENSG00000116198
ENSG00000169598	32.2453821728762	0.554131175152291	1.02323940740805	0.541545967776937	0.588131322718899	0.77142721485076	ENSG00000169598
ENSG00000198912	166.723197668634	-0.424134171029582	0.553773343606379	-0.765898496066028	0.443736700854622	0.665041383399277	ENSG00000198912
ENSG00000196581	24.1303813694882	0.801027796059441	1.20380419564156	0.665413693489031	0.505785928885685	0.714281686055461	ENSG00000196581
ENSG00000131697	34.4403669042964	0.536317363731356	1.18989150614411	0.450727953735305	0.652185632686952	0.812477520642664	ENSG00000131697
ENSG00000069424	62.9001169317321	-0.881963230059167	0.872772844722439	-1.01053010000517	0.312241385954429	0.549089472342241	ENSG00000069424
ENSG00000116254	168.948495408287	2.35576193705585	0.878903435869384	2.68034216378458	0.00735469396097131	0.0619474442467753	ENSG00000116254
ENSG00000116251	2555.95456161129	-0.919957933667155	0.659100427663936	-1.39577808639539	0.162781331271188	0.382031585916774	ENSG00000116251
ENSG00000158286	26.0969255160727	0.489120306939394	0.987930140990814	0.495096046415636	0.62053232445819	0.792021701967189	ENSG00000158286
ENSG00000116237	78.4637270467491	1.68501256719394	0.666389586504336	2.52856977557673	0.0114528318960059	0.0805426573227597	ENSG00000116237
ENSG00000158292	97.8805642522607	0.133408238440597	0.697681998289	0.191216397682279	0.848356057154242	0.924473792205734	ENSG00000158292
ENSG00000097021	2420.90832206016	-0.829845920987816	0.673081931146916	-1.23290476625004	0.217611297008779	0.449645975147602	ENSG00000097021
ENSG00000187017	4.95084070407921	2.48623200405221	2.18044963167867	1.14023821872836	0.254187068967645	NA	ENSG00000187017
ENSG00000215788	7.98051996494145	-2.73410241486208	1.16823655813284	-2.34036710786719	0.0192647930943447	0.110667938756951	ENSG00000215788
ENSG00000171680	70.8376329719435	-0.196677261281807	0.852345629426901	-0.230748248705222	0.81751038777697	0.90816066688804	ENSG00000171680
ENSG00000162408	38.3163956909407	0.133670631270595	0.66273807442709	0.201694510136825	0.840155554677964	0.920713482255688	ENSG00000162408
ENSG00000204859	80.4635534800306	-0.741421920435827	0.740340277197696	-1.0014610082302	0.316603981920165	0.553020370651575	ENSG00000204859
ENSG00000162413	62.2802628113341	0.555235912744175	0.655254524004217	0.847359144277502	0.396794969618945	0.625428141405342	ENSG00000162413
ENSG00000116273	37.069362813211	2.89238015550655	0.638818496004423	4.52770258468929	5.96284259119396e-06	0.00106403544614066	ENSG00000116273
ENSG00000041988	415.235009607146	-0.450424216512957	0.491090075494771	-0.917192667881054	0.359041688270423	0.591893961166353	ENSG00000041988
ENSG00000007923	147.126031930535	0.889909896217943	0.660442828172923	1.34744425748377	0.177837194838354	0.400950594506934	ENSG00000007923
ENSG00000171735	1869.21688661268	0.438482548003405	0.687449589573444	0.637839566208017	0.523578120759937	0.727018035145384	ENSG00000171735
ENSG00000049245	245.529537326255	-0.447061138553609	0.553396903913239	-0.807849005645501	0.419177510133864	0.644869072260101	ENSG00000049245
ENSG00000049246	32.1831025748759	1.37809514929124	1.06289830591898	1.29654468505314	0.194787895514174	0.422761672760209	ENSG00000049246
ENSG00000049247	372.725015325176	-2.8271829575463	1.48365501674774	-1.90555279066399	0.0567082521088706	0.207835405220038	ENSG00000049247
ENSG00000049249	77.0569207646753	-1.51403824267342	1.94941817819586	-0.776661600680585	0.437358447561138	0.65993151684139	ENSG00000049249
ENSG00000116288	6629.29279710796	-0.880331555219706	0.522501970130359	-1.68483872893354	0.0920196905023487	0.274911962003316	ENSG00000116288
ENSG00000116285	55.9282881178485	1.19033113661523	0.604080837070864	1.97048319292339	0.0487830193403386	0.189714490527919	ENSG00000116285
ENSG00000162426	497.459407465502	-0.782116008903039	0.882989172292733	-0.885759455999023	0.375747161870515	0.606207002079516	ENSG00000162426
ENSG00000142599	370.426688578527	1.33689223261344	0.525779147766953	2.54268781539051	0.0110003463947053	0.0784030264879138	ENSG00000142599
ENSG00000234619	13.4339165914465	-4.4373648162471	1.41989153593682	-3.12514350845778	0.00177718335351906	0.0274656698915557	ENSG00000234619
ENSG00000074800	8480.58017139061	-0.98599885444992	0.621572850432986	-1.58629652785361	0.112672059583574	0.307393107416019	ENSG00000074800
ENSG00000180758	8.58761983537057	1.39559790231304	1.3162983828381	1.06024433404222	NA	NA	ENSG00000180758
ENSG00000228526	7.36978393996735	1.04797074615132	1.25639666360428	0.834108189323715	NA	NA	ENSG00000228526
ENSG00000234546	34.9415064994797	-0.892968083310236	0.818969732180296	-1.09035541635091	0.275556612942144	0.513421687233553	ENSG00000234546
ENSG00000049239	57.087302031205	2.99390134166801	0.932727996010635	3.2098332573625	0.00132811990968276	0.0231485263349025	ENSG00000049239
ENSG00000171621	23.679033275375	1.63636592597686	1.01404822522098	1.61369635612771	0.106593304726828	0.297495038871822	ENSG00000171621
ENSG00000171612	26.3731383475296	0.74562239741002	0.676482731253227	1.10220462838528	0.27037272027227	0.508145666405597	ENSG00000171612
ENSG00000188807	95.1245033901164	1.75496148530705	0.625511656838374	2.8056415354071	0.00502165221721442	0.0494682734153082	ENSG00000188807
ENSG00000171608	17.9925835743332	0.151765533743268	0.951564404275054	0.159490553725462	0.87328240009479	0.937130445158741	ENSG00000171608
ENSG00000231789	95.1383153426384	-1.26782414762154	0.920024819885651	-1.37803254892527	0.168193238987391	0.389316651022481	ENSG00000231789
ENSG00000171603	477.975605669328	1.72761886761283	0.454712473932571	3.79936545982905	0.000145067038978475	0.00697504151677697	ENSG00000171603
ENSG00000178585	201.081062877479	1.13010981824778	0.365623722336355	3.09090944927294	0.00199544476433294	0.0290380757071524	ENSG00000178585
ENSG00000162441	393.739736922318	-0.491779791146146	0.474273787266913	-1.03691117736047	0.299777254296686	0.536771366612487	ENSG00000162441
ENSG00000173614	99.7307732667292	-0.367382490857059	0.572734632779265	-0.641453248731076	0.52122824630225	0.725007792889103	ENSG00000173614
ENSG00000162444	4.0390760189339	0.685759680272129	1.40779173080882	0.487117281103887	0.626175220597759	NA	ENSG00000162444
ENSG00000130939	117.901072470912	0.523425361000115	0.593582546318721	0.881807196398031	0.377881079359703	0.607668273770091	ENSG00000130939
ENSG00000054523	744.996659815137	2.41887350912902	0.588427636401176	4.11074082774706	3.94391689209548e-05	0.00326735150602712	ENSG00000054523
ENSG00000284735	58.8063715214417	3.19086646226239	1.01892703864933	3.13159464930104	0.00173859735005807	0.027127778387783	ENSG00000284735
ENSG00000284642	12.4626125376242	1.87297702840147	0.920375650789288	2.03501366729472	0.0418494977958361	0.172504057294419	ENSG00000284642
ENSG00000142657	623.970324762488	-0.0925677091803244	0.478503723030987	-0.193452432499318	0.846604655680766	0.923689159825835	ENSG00000142657
ENSG00000251503	27.6133573542237	-0.296243108981861	0.822811041856314	-0.36003783847324	0.718818837343877	0.851130927692952	ENSG00000251503
ENSG00000175279	62.6721585030151	-1.16945084836389	0.728883461842084	-1.60444146367154	0.108616777573201	0.300829658027172	ENSG00000175279
ENSG00000160049	409.018283837945	-0.445830799880971	0.417491422035394	-1.06788014399772	0.285574580292057	0.523239081871012	ENSG00000160049
ENSG00000142655	242.945444063064	-1.64948281899857	0.536883576764838	-3.07232869542789	0.00212395703546985	0.0300394922909126	ENSG00000142655
ENSG00000130940	126.505208459527	1.86252131846962	1.0505473858462	1.7729055762386	0.0762443545188839	0.245771450769065	ENSG00000130940
ENSG00000272078	5.83149167420647	-1.36917757636025	1.26586613605672	-1.0816132427915	0.279424417646478	0.517297732994771	ENSG00000272078
ENSG00000120948	170.409797413376	2.17374146634665	0.620547567344217	3.50294091982296	0.000460151512774845	0.0128394208036744	ENSG00000120948
ENSG00000271895	34.0253667819494	-1.82745976749048	0.859805867777491	-2.12543300293388	0.0335504988973434	0.152458839731013	ENSG00000271895
ENSG00000116649	276.573413025285	0.560633754441978	0.420824000343563	1.33222856582389	0.182785092414005	0.40774757543599	ENSG00000116649
ENSG00000171824	144.050695278384	0.0250734738886652	0.58061932604693	0.0431840153502547	0.965554847104419	0.9841626956996	ENSG00000171824
ENSG00000198793	73.5340747097903	-0.36934429373519	0.594408342827526	-0.621364585796804	0.534359767637042	0.735174262619324	ENSG00000198793
ENSG00000120942	173.799407294693	-0.296741600949263	0.75398199673378	-0.393565897109926	0.693901563414056	0.835536362038372	ENSG00000120942
ENSG00000204624	59.8075507687126	-0.638473135539371	0.734381678972869	-0.86940232010194	0.384627114529424	0.613926738645073	ENSG00000204624
ENSG00000116661	104.462855918456	2.53569711424767	0.740116714816071	3.42607735170233	0.000612365963955856	0.0151347766349311	ENSG00000116661
ENSG00000132879	584.303749296998	-0.932642307178639	0.798037775968108	-1.16866937288431	0.24253686611921	0.478907006674941	ENSG00000132879
ENSG00000116663	32.2457255644699	-1.9431817359322	0.811663044415242	-2.39407442448258	0.0166623674024145	0.101071269101587	ENSG00000116663
ENSG00000116670	956.188646538646	-0.358000308040701	0.678591730575993	-0.527563617282556	0.597802250713615	0.776053571298209	ENSG00000116670
ENSG00000162490	45.4987314249944	1.89169134705873	0.613757870755641	3.08214596862072	0.00205514032891793	0.0294267620673327	ENSG00000162490
ENSG00000177674	507.166949566618	-0.130321036420181	0.736319164876126	-0.176989874278371	0.859516343172382	0.92949280913484	ENSG00000177674
ENSG00000177000	78.9579885557459	0.86780594097522	0.722384299733818	1.20130786521106	0.229631800596997	0.463846984304089	ENSG00000177000
ENSG00000011021	139.04460031257	1.15929288147382	0.670721214150611	1.72842733615028	0.0839116380659749	0.260059952446135	ENSG00000011021
ENSG00000175206	35.6910347736256	1.21225456279885	3.13189844192329	0.387067009125113	0.698706600554163	0.838688514579727	ENSG00000175206
ENSG00000120937	20778.5921772297	-1.63138580297658	1.53659941429585	-1.06168581596406	0.288378340658046	0.525938999882653	ENSG00000120937
ENSG00000116685	143.456790690398	2.14072369066912	0.61967710845472	3.45457926630113	0.000551152174239964	0.0141600871834046	ENSG00000116685
ENSG00000083444	280.201889711925	-0.671837116523916	0.487168490920662	-1.3790652085365	0.167874649601566	0.389008770456952	ENSG00000083444
ENSG00000116688	185.007943525957	1.86706372462262	0.610483600295916	3.05833559446579	0.00222570168789289	0.0309219316022655	ENSG00000116688
ENSG00000116691	987.626123342233	-0.993957107685469	0.754945830594935	-1.31659394277624	0.187974770260199	0.41473055487316	ENSG00000116691
ENSG00000048707	66.5045035441259	2.00692435921984	0.711033379221873	2.82254591397121	0.00476439993759209	0.048235225242764	ENSG00000048707
ENSG00000162496	1786.6057014252	-2.57270886566945	0.95475580262747	-2.69462501153635	0.00704678869445824	0.0604129559289906	ENSG00000162496
ENSG00000272482	6.64530265086281	-1.49846069331198	1.65228197166907	-0.906903736169374	0.364457705249079	0.59716400845106	ENSG00000272482
ENSG00000162493	307.692165975577	-0.156009398746162	0.831978714517082	-0.187516093890354	0.85125600639017	0.92532551931637	ENSG00000162493
ENSG00000116731	231.070618271666	1.31970316954259	0.60720418144492	2.17340922521677	0.0297495311263256	0.142237627311591	ENSG00000116731
ENSG00000189337	135.174357841929	1.75088123681037	0.609768652433047	2.87138610655722	0.00408676020027868	0.044044750292888	ENSG00000189337
ENSG00000171729	22.1816637068824	2.16196047688002	0.892789625313787	2.42157885304745	0.0154532479980036	0.0967619531947821	ENSG00000171729
ENSG00000142621	3.98278607340119	1.20369565595989	1.89892281837772	0.633883401847912	0.526156918518814	NA	ENSG00000142621
ENSG00000142634	203.919193046333	1.77580417782834	0.635758760433742	2.79320441706034	0.00521887005738991	0.0507590544960345	ENSG00000142634
ENSG00000132906	65.5770881015067	-1.04756714536016	0.512298899886904	-2.044835828442	0.0408710461982109	0.169794178382492	ENSG00000132906
ENSG00000116138	91.9231350739768	0.600953885771134	0.857322458740739	0.70096598968588	0.483324240298726	0.697487074666391	ENSG00000116138
ENSG00000116771	5.48340212924822	-1.06738227942687	1.21319356685474	-0.879812017297539	0.378961153459181	0.608471746604009	ENSG00000116771
ENSG00000235084	29.6782266110743	-1.81555021163709	1.04390988939678	-1.73918288357839	0.0820025992102144	0.256005672030586	ENSG00000235084
ENSG00000197312	67.0453790422548	3.56563345384903	0.824038545483431	4.32702265372454	1.51138422477825e-05	0.00182532371965738	ENSG00000197312
ENSG00000116786	267.282531409128	0.499070592697138	0.474003601551223	1.05288354574497	0.292394368227537	0.529610866777748	ENSG00000116786
ENSG00000162458	529.316628587192	-1.91365205080535	0.577008407578961	-3.3165063553142	0.000911505142657807	0.0189954699430509	ENSG00000162458
ENSG00000224321	5.07512460521327	-2.78731710428978	1.28363783355205	-2.17142018678024	0.0298994243256918	0.142643038975882	ENSG00000224321
ENSG00000233954	30.3612962783969	0.959935835493351	0.758635414280694	1.26534540495123	0.205747536806382	0.435299679322014	ENSG00000233954
ENSG00000178715	7.56891929019037	0.201112183921348	1.00199356815539	0.200712050768534	0.840923736318419	0.921292019117994	ENSG00000178715
ENSG00000179743	250.807101619117	-0.995671085627211	0.547433425733889	-1.81879848548235	0.0689421795514541	0.231082856197597	ENSG00000179743
ENSG00000065526	132.210942806456	2.84493211058623	0.598834771854641	4.75077975478151	2.0263374289349e-06	0.00058891320875623	ENSG00000065526
ENSG00000116809	163.311433476789	0.191384406996723	0.494385823912673	0.387115482968478	0.698670715776994	0.838688514579727	ENSG00000116809
ENSG00000173641	3.55635155086077	-1.60659923640263	1.68002668864791	-0.956293877507162	0.3389237822612	NA	ENSG00000173641
ENSG00000185519	34.3553301396241	1.17373451739861	0.616917438626514	1.90257957371375	0.0570954265699115	0.208744563147566	ENSG00000185519
ENSG00000142627	126.234104695308	0.955390601815595	1.096020160726	0.871690718884907	0.383377124812521	0.612971785716089	ENSG00000142627
ENSG00000142632	31.7528576054789	-2.52620822854802	1.1885731537344	-2.12541249195381	0.0335522088369903	0.152458839731013	ENSG00000142632
ENSG00000132881	14.0128528921571	-1.7599181486359	0.95757800156983	-1.83788489893329	0.0660793677756379	0.225428234640288	ENSG00000132881
ENSG00000037637	271.276460463972	0.707128982656507	0.758993961609192	0.931666150752079	NA	NA	ENSG00000037637
ENSG00000055070	448.664648379583	0.190611431373454	0.601086053672917	0.317111718378307	0.751158833444312	0.870055443842988	ENSG00000055070
ENSG00000226457	4.23123843510047	3.2858984269544	1.4138971275875	2.32400106262401	0.0201254370885388	NA	ENSG00000226457
ENSG00000157191	398.58899485909	-1.24601484918167	0.43467838547248	-2.86652129672216	0.00415010235203897	0.0442966387443101	ENSG00000157191
ENSG00000080947	4.20497551582694	-1.21901264824147	1.36052679327637	-0.895985771295167	0.370260362623866	NA	ENSG00000080947
ENSG00000261135	5.21025525224313	-2.81226688061571	1.2204657151336	-2.30425717473583	0.0212082114112862	0.117179951954722	ENSG00000261135
ENSG00000219481	474.320277416982	-0.469762620425815	0.781809859456289	-0.600865561803623	0.547929532360211	0.745114209357293	ENSG00000219481
ENSG00000215908	217.397697410145	1.31008341014891	0.505426140028459	2.59203730554012	0.00954094250206492	0.0715944110061995	ENSG00000215908
ENSG00000236698	56.9125819735176	0.831467427009499	0.412827599337067	2.01407906919184	0.0440012326694475	0.177696394598206	ENSG00000236698
ENSG00000058453	33.7242545959557	2.83870720720915	0.923065930856608	3.07530276258254	0.00210288965488671	0.0299313935403647	ENSG00000058453
ENSG00000117122	1113.80464790659	-0.534727765179984	0.856021283698217	-0.62466643687857	0.532190005709316	0.733267185372753	ENSG00000117122
ENSG00000159363	639.866016504181	0.0786229756782608	0.703226504405545	0.111803203072846	0.910979447764766	0.956577114450738	ENSG00000159363
ENSG00000117118	658.97490818685	-1.15146875266012	0.392906487052804	-2.93064327162756	0.00338260971815254	0.0396049372954379	ENSG00000117118
ENSG00000117115	49.3277074240596	0.42792046484442	0.976640433757462	0.43815558935858	0.661273499620158	0.816832804797776	ENSG00000117115
ENSG00000179051	94.9714863987982	3.38327501148926	0.703684846668338	4.80794069604837	1.52492984986641e-06	0.000544777388688711	ENSG00000179051
ENSG00000074964	128.162398797785	-0.460787447983654	0.747411913932204	-0.616510707675782	0.537557507074847	0.737944918878472	ENSG00000074964
ENSG00000117154	60.9965181277823	-1.44834243757773	1.19697448563691	-1.21000276526953	0.226277831799651	0.459384432050702	ENSG00000117154
ENSG00000179023	9.17152881032854	0.974428144353722	2.71423355059073	0.359006742121232	NA	NA	ENSG00000179023
ENSG00000159423	82.9001058159699	-0.201557272810504	0.869884027592903	-0.231705912991922	0.816766438456503	0.90772868872153	ENSG00000159423
ENSG00000169991	63.3426236329987	2.23646305510388	1.07082699808018	2.08853816640177	0.0367493163075938	0.15972258813428	ENSG00000169991
ENSG00000127481	178.527203815427	0.705402195796575	0.642415630410429	1.09804643972611	0.272184211274815	0.509813483174893	ENSG00000127481
ENSG00000230424	9.7934008963288	-1.11860462640733	1.10492826189426	-1.01237760403523	0.311357542430865	0.548163680647911	ENSG00000230424
